ID,COUNTY_ID,COUNTY,TOTAL_POPULATION,PER_TOTAL_POPULATION,POPU_DENSITY,HH_MEDIAN_AGE,DI_RACE_WH,DI_RACE_AF,DI_RACE_AI_AN,DI_RACE_ASIAN,DI_RACE_NW,DI_RACE_SOM,DI_NOT_HISP,DI_PERC_NOT_HISP,WF_OCCUP_1,WF_OCCUP_2,WF_OCCUP_3,WF_OCCUP_4,WF_OCCUP_5,WF_IND_1,WF_IND_2,WF_IND_3,WF_IND_4,WF_IND_5,WF_IND_6,WF_IND_7,WF_IND_8,WF_IND_9,WF_IND_10,WF_IND_11,WF_IND_12,WF_IND_13,WF_CSW_1,WF_CSW_2,WF_CSW_3,WF_CSW_4,INC_MD_HOUSE,INC_PER_CAP,HH_UD_18,HH_OVR_65,HH_AVG_SIZE,WF_OVR_25,WF_PER_OVR_25,DI_BR_DF,DI_FB,DI_PER_FB,DI_FB_2010,DI_FB_EU,DI_FB_A,DI_FB_AF,DI_FB_OC,DI_FB_LA,DI_FB_NA,DI_NON_ENG,HH_OW_OC,HH_PER_OW_OC,INC_HM_VALUE
0500000US16001,16001,"Ada County, Idaho",409239,409239,372.8,35.5,374848,4336,2313,11069,832,5115,378827,85.9,81197,32972,50448,14559,15928,3024,11527,18372,5341,23613,8402,5231,12835,24619,44955,17322,7511,12352,77.2,16.2,6.5,0.1,55805,28318,49371,21.7,2.6,65318,24.4,197590,23878,5.8,2452,5381,8661,1416,193,6893,1334,31929,154408,94.9,103945
0500000US08001,8001,"Adams County, Colorado",461558,461558,378.2,32.8,376581,14816,4758,17191,663,31596,284324,52.5,64318,40817,55370,29419,31017,3959,23168,19717,8109,26095,16549,6524,11842,24996,36749,21978,11611,9644,83.5,11.3,5.1,0.1,57421,24667,56569,19,2.95,43034,14.9,150405,69607,15.1,4034,4706,11196,2370,251,50448,636,121595,155047,94.3,100071
0500000US42001,42001,"Adams County, Pennsylvania",101566,101566,195.5,42.4,93835,1526,148,710,0,3340,95132,90.1,14933,8655,11001,5801,10160,1655,3890,9202,1655,5172,2406,485,2204,3167,11334,4520,2250,2610,82.6,11.3,6,0.1,60068,27701,10395,30.2,2.57,8635,12.3,33014,4004,3.9,208,636,620,72,23,2619,34,6007,37956,92.4,29200
0500000US45003,45003,"Aiken County, South Carolina",162991,162991,149.5,40.6,114191,40583,373,1321,16,3659,154568,67.4,23637,11117,15564,7654,10549,1216,5441,10333,974,8268,3701,1367,2908,7424,14385,5728,3253,3523,76,18.4,5.1,0.5,45597,25093,16365,29.2,2.52,17340,15.5,88313,6019,3.7,647,1146,1209,115,12,3272,265,8677,63609,86.9,46756
0500000US12001,12001,"Alachua County, Florida",251759,251759,282.7,30.5,175713,50882,717,13951,194,2511,229688,63,52320,22339,27605,5693,6703,636,4128,4407,2170,12752,3387,1935,6059,11264,44449,13067,5212,5194,67.9,27.6,4.4,0.1,42045,25020,20728,21.2,2.45,31013,20.8,91772,25915,10.3,3812,4050,9985,1094,137,9812,837,32062,96137,84.8,51472
0500000US37001,37001,"Alamance County, North Carolina",153713,153713,356.5,39.1,108337,27645,512,2013,189,10320,135914,66.5,22019,12090,17232,7110,11256,823,4573,11245,1810,8978,1923,938,3740,6279,17189,6686,2780,2743,80,13.6,6,0.3,42592,23324,17340,27.3,2.45,14783,14.5,40078,11745,7.6,676,1001,1517,261,28,8821,117,17618,61046,90.5,40306
0500000US06001,6001,"Alameda County, California",1559308,1559308,2043.6,36.9,707017,184785,9315,424061,12923,126476,1206808,33.3,344818,122166,164940,48329,69533,2933,37828,79593,21204,74951,36705,22656,45812,125361,169199,67563,38731,27250,78.2,14.1,7.5,0.1,73775,36439,172765,23.7,2.77,262854,24.6,276624,483750,31,32899,30310,288538,12250,7186,140277,5189,634263,551734,94,291645
0500000US36001,36001,"Albany County, New York",306124,306124,581.9,37.9,237018,38932,423,16647,92,4047,289788,74.8,67139,26528,40570,8322,11443,561,7253,7656,2973,17065,6081,3317,10615,16350,42230,13627,6782,19492,70.1,25.5,4.3,0.1,59940,32624,28693,25.5,2.35,40985,20.1,38521,27074,8.8,3170,6024,13371,1957,111,4758,853,34011,122945,89.2,72312
0500000US51003,51003,"Albemarle County, Virginia",101883,101883,137.3,38.5,83125,9616,279,4415,20,1283,96185,77.5,25142,7492,8457,3249,2622,805,2831,1754,709,3985,1260,842,2962,5857,17122,4225,2484,2126,65.8,25.3,8.8,0.2,67958,37510,10494,28.1,2.45,17608,25.9,43185,10147,10,1074,2316,3862,732,41,2848,348,11041,38537,89.4,25135
0500000US51510,51510,"Alexandria city, Virginia",146422,146422,9314.3,35.8,93493,31614,373,9298,65,5482,122310,52.7,52472,14551,15878,3510,4285,254,3707,2038,774,6067,2691,2376,5834,21013,15515,8996,6231,15200,70,25.3,4.7,0,87319,54597,13528,15.7,2.2,34063,30.6,71375,38973,26.6,5405,2940,9711,11642,195,13977,508,42127,65916,89.7,28146
0500000US26005,26005,"Allegan County, Michigan",112266,112266,135,39.8,106218,1565,747,816,0,995,104505,89.2,14322,8002,11053,5798,11231,1777,3353,12754,1875,5042,1970,494,1917,3987,9623,3653,2752,1209,84.8,8.5,6.5,0.2,52472,24599,12802,25.5,2.66,10568,14.1,16884,3566,3.2,192,669,559,45,4,2060,229,5874,41767,84.3,34133
0500000US42003,42003,"Allegheny County, Pennsylvania",1229172,1229172,1675.6,41,996737,159671,1682,38048,308,4901,1207828,80,260932,104548,150588,37000,52582,3481,29258,47413,16598,67222,28958,12451,53338,70508,173056,55921,27596,19850,85.6,9.8,4.5,0.1,52390,32378,122640,28.5,2.26,189411,21.7,187828,64044,5.2,10824,17377,32741,3708,458,7866,1894,82519,527445,89.5,344578
0500000US18003,18003,"Allen County, Indiana",360990,360990,540.6,35.6,286974,42456,1057,10840,234,8396,336340,75.6,56947,28108,41146,11991,28710,848,8597,31389,4963,20284,7588,3015,9801,13633,39379,14627,8412,4366,86.1,9.3,4.4,0.2,49124,25485,42628,22.7,2.55,40197,17.4,89171,22296,6.2,2177,3173,9291,883,27,8380,542,32886,139384,90.9,96758
0500000US39003,39003,"Allen County, Ohio",105562,105562,264.2,38.2,88027,12490,285,821,0,810,102844,81.9,12163,9535,10985,3828,9727,440,2331,9269,1408,5459,1654,610,1832,3043,11663,4321,2559,1649,85.5,10.2,4.2,0.1,43648,22585,11876,28.1,2.52,6961,10,17758,1483,1.4,148,317,660,103,17,323,63,2799,40191,89.5,27189
0500000US02020,2020,"Anchorage Municipality, Alaska",298178,298178,171.2,32.6,195593,17607,20634,25280,6503,4658,273491,61.1,59047,27419,36473,13835,14423,5413,10154,2971,3540,16602,11424,3350,7856,16108,34547,15494,6751,16987,72.1,22.1,5.7,0.1,78121,36508,35770,16.1,2.76,39638,21.1,154770,28929,9.7,1958,3538,16312,1286,1123,5510,1160,48920,105164,92.5,62928
0500000US45007,45007,"Anderson County, South Carolina",189763,189763,261.6,40.3,152139,31146,453,1297,84,1515,183686,78.1,22923,13103,20518,7830,14871,519,4599,16570,2835,10464,3130,999,2983,5824,18177,6123,4208,2814,81,13.2,5.7,0.1,41822,22216,20636,29.2,2.54,15874,12.3,51516,4553,2.4,671,851,1361,133,0,2063,145,6572,73669,86.6,53301
0500000US23001,23001,"Androscoggin County, Maine",107470,107470,230.2,40.4,99572,1740,208,912,21,191,105701,91.6,16301,9034,13929,5061,7101,579,3487,5935,1226,8002,2063,1157,3547,4041,13921,3677,1943,1848,82.6,11.7,5.6,0.1,45765,24734,12281,25.6,2.35,10077,13.7,23055,3028,2.8,363,442,672,797,8,270,839,12197,44391,90.2,28461
0500000US24003,24003,"Anne Arundel County, Maryland",550269,550269,1295.9,38.5,411659,86471,1118,19525,428,12536,513603,71.2,127937,40887,69814,22727,19354,863,20356,14532,7520,30157,10598,6338,17454,42689,55593,21402,14441,38776,71.5,23.8,4.5,0.1,89031,41315,61290,24.4,2.66,83651,22.4,214830,43633,7.9,2872,6798,14409,3565,229,17616,1016,53920,201429,93.3,149541
0500000US27003,27003,"Anoka County, Minnesota",336316,336316,782.1,37.6,289757,15995,2037,13369,72,5579,323502,84.3,65781,27714,44840,15196,25111,1134,11488,29858,5618,21024,9459,2854,13482,17543,38192,13042,8698,6250,84.9,10.8,4.2,0.1,70464,31474,41131,20.8,2.7,43908,19.5,65966,23232,6.9,1443,4227,8175,4817,70,5359,584,32164,123446,96.4,99878
0500000US08005,8005,"Arapahoe County, Colorado",596684,596684,716.7,36,439517,60541,3908,31069,1179,33098,485963,62.6,122741,49951,80072,25030,25341,3438,19909,16762,8497,36094,16276,11970,28003,43205,60037,30522,15775,12647,82.1,11.9,5.7,0.2,62213,33574,73135,20.1,2.59,101636,25.6,263561,89329,15,7351,11268,26202,11282,510,37688,2379,123485,228267,94.9,142463
0500000US51013,51013,"Arlington County, Virginia",220173,220173,7993.5,33.8,158046,18354,1190,21399,213,13711,186159,63.2,93273,15934,21267,4781,3701,161,5665,2608,1217,6671,2507,4323,9656,38518,22051,11414,9874,24291,69.9,25.7,4.4,0,105120,62854,18999,14.9,2.26,56668,34.2,120038,50349,22.9,5862,6019,17953,5268,287,19695,1127,59734,96264,89.1,43157
0500000US22005,22005,"Ascension Parish, Louisiana",112308,112308,369.7,34.7,83573,25169,236,1242,0,564,106779,70.2,19835,8135,13338,6695,6283,634,5844,7132,2009,5826,2688,984,3161,5234,11637,3895,2308,2934,82.1,13.2,4.6,0.1,70207,28834,15503,18.6,2.83,13349,18.8,18116,3536,3.1,489,344,823,265,0,2032,72,7344,39447,92.9,31613
0500000US39007,39007,"Ashtabula County, Ohio",100346,100346,144.6,41.6,93531,3428,115,388,20,400,96721,90.4,10358,7904,9281,4231,9493,617,2675,9553,690,5248,2625,536,1483,2063,9381,2932,2051,1413,83.5,10.8,5.6,0.1,40304,20284,10364,29.7,2.49,6074,8.8,19451,1318,1.3,48,497,303,32,35,250,201,5489,38933,84.7,28158
0500000US34001,34001,"Atlantic County, New Jersey",275325,275325,494.1,40.5,184867,43646,571,22338,159,14426,226460,57.5,37643,38578,30805,9984,10637,539,7396,4867,2273,14062,4954,1729,6508,11131,28013,34345,5482,6348,79.5,15.8,4.5,0.2,54392,27411,29364,29.4,2.65,30807,16.5,68430,45309,16.5,3406,5372,17817,2000,42,19793,285,68546,101166,79.6,68479
0500000US01003,1003,"Baldwin County, Alabama",191205,191205,114.6,41.8,165673,17907,999,1256,0,1843,182575,83.2,27776,14971,21724,10033,9026,1385,7025,7638,2508,12089,3816,1153,5564,8138,16681,9465,4060,4008,80.7,12.9,6,0.4,50183,26851,18298,31.7,2.58,25444,19.1,79176,6811,3.6,837,1438,1540,32,21,3548,232,10545,73058,69.2,52203
0500000US24510,24510,"Baltimore city, Maryland",622271,622271,7671.5,34.5,188380,392312,2094,15530,230,9540,594520,28.1,106319,56967,62470,16158,27164,402,13595,13213,5007,24680,13575,5599,14952,31906,84607,23677,13132,24733,75.6,20.9,3.4,0.1,41819,25062,52047,23.8,2.47,60945,14.6,148986,46651,7.5,6000,5989,12793,6283,274,20494,818,51108,242212,81.7,114407
0500000US24005,24005,"Baltimore County, Maryland",817720,817720,1345.5,39.1,522396,219268,2033,44399,375,9930,779890,61,178581,66060,100950,28885,35148,1231,23334,23320,9157,43029,19350,7893,33468,49664,114809,31562,19444,33363,76.6,18.8,4.4,0.1,66940,34701,87225,27.8,2.54,114837,20.5,185005,91988,11.2,8637,14584,36513,15650,208,23843,1190,100713,313408,93.2,207603
0500000US25001,25001,"Barnstable County, Massachusetts",215167,215167,548.3,50.8,200273,5384,910,2864,6,1998,209900,91.5,37507,20412,24480,11400,7104,854,9665,3800,1931,13535,4106,2003,6698,12152,24983,11650,4693,4833,74.4,13.7,11.7,0.2,61597,36964,18476,41.6,2.24,37716,22.9,59291,15007,7,902,5791,2237,633,39,5324,983,16525,94371,58.6,74245
0500000US13015,13015,"Bartow County, Georgia",100771,100771,217.9,37.2,84464,10785,581,743,8,2801,92922,79.3,12664,7594,10365,5676,7380,541,4194,6949,1102,5605,2625,917,2402,3459,7815,4607,1698,1765,80.8,14,5,0.1,48306,21715,11362,23.2,2.83,7290,11.1,28829,4966,4.9,258,445,770,103,8,3489,151,7236,35293,88.6,23612
0500000US12005,12005,"Bay County, Florida",172988,172988,222.6,39.7,142262,18052,1005,3482,123,918,163919,78.4,24597,17025,19344,7653,7717,477,5048,4340,1526,10176,3550,1170,4473,8996,16039,10352,3931,6258,75.5,18.6,5.7,0.2,47274,24937,16767,27.6,2.52,17061,14.3,88602,8747,5.1,780,1827,2968,154,36,2974,788,9970,67388,67.5,41372
0500000US26017,26017,"Bay County, Michigan",107074,107074,243.7,42.3,101200,1377,372,590,13,793,101841,90.8,13859,9487,11720,4023,6756,525,2320,6755,1390,6558,2194,779,1981,3429,11848,3990,2271,1805,82.9,11.7,5.2,0.2,45715,24538,11287,29.3,2.42,9499,12.7,9070,1320,1.2,156,352,566,0,0,221,181,3140,43712,90.9,34145
0500000US45013,45013,"Beaufort County, South Carolina",168453,168453,281.5,42,123152,31513,434,1959,67,7558,148748,66.6,22180,16669,17165,7442,4975,814,6584,2824,1057,8944,1741,1129,4845,9048,13075,11122,3210,4038,79.2,14.7,6,0.1,57295,32290,15720,39,2.5,25790,22,102500,16435,9.8,693,2948,1355,147,16,11062,907,20579,65054,69.6,45341
0500000US42007,42007,"Beaver County, Pennsylvania",170124,170124,392.3,44.7,154687,10276,151,933,19,491,167874,90.1,25590,14370,20867,7157,11859,657,4275,9677,2240,9955,7515,972,4977,7472,19592,6199,3881,2431,85.3,10.4,4.2,0.1,50242,26925,16177,33,2.37,18562,15.1,24169,2999,1.8,153,1315,632,179,14,589,270,4970,70336,89.8,51222
0500000US48027,48027,"Bell County, Texas",321591,321591,295.2,30,209370,68492,2629,9139,2471,13929,248465,49.4,40143,25576,32747,12375,14339,1063,7160,7581,2862,15744,5850,2018,5857,11167,32347,12151,6087,15293,68.8,26.3,4.8,0.1,51027,23335,40522,18.5,2.93,27294,14.3,128477,25473,7.9,1906,3692,6451,918,434,13633,345,53217,106743,82.3,59726
0500000US05007,5007,"Benton County, Arkansas",232611,232611,261.2,34.9,204379,3131,3595,7606,674,7053,195790,75.5,37580,14866,27913,9571,16559,2153,6636,15030,2929,25767,5333,1051,4852,10479,17901,7663,4266,2429,85.7,8.4,5.7,0.2,56325,27522,29753,23.5,2.76,29770,19.9,112640,25682,11,3426,1197,5678,341,459,17708,299,31659,83191,87.5,56451
0500000US53005,53005,"Benton County, Washington",182053,182053,103,35.5,146078,2871,1482,4902,198,20561,146561,73.4,31144,12897,18347,9914,9632,3909,7166,5969,2036,9972,5331,895,3411,13191,17072,6189,3050,3743,77.7,17.3,4.8,0.1,60589,29060,20860,24.2,2.71,21504,18.4,69520,18520,10.2,1108,2303,3821,830,56,10880,630,32199,66625,94.4,45285
0500000US34003,34003,"Bergen County, New Jersey",920456,920456,3884.5,41.4,655209,52849,1881,140014,143,50266,760263,60.3,209799,62666,115342,28151,35187,720,23409,39190,20100,49237,21817,15478,41920,61934,108468,33326,21774,13772,82.3,11.8,5.8,0.2,83686,43194,106362,29.7,2.71,186323,28.9,235101,276032,30,15218,61342,120090,7074,332,85340,1854,341765,335671,94.7,217432
0500000US45015,45015,"Berkeley County, South Carolina",188835,188835,161.8,35,127306,46763,973,4586,134,3788,177447,64,25571,14096,20894,9808,11092,267,6115,10530,1840,10430,5045,2056,3495,9540,16173,6482,4160,5328,76,19.3,4.5,0.1,51844,24474,21151,21.8,2.75,17106,14,76823,10392,5.5,777,1508,3241,114,37,5259,233,13516,67423,89.4,46838
0500000US54003,54003,"Berkeley County, West Virginia",107324,107324,324.4,38.3,94247,7663,124,897,44,1296,103184,85.3,15506,8360,12147,4822,7906,461,2978,5005,1334,6106,3253,1234,2631,3595,10770,4158,2029,5187,72.4,22.9,4.6,0.1,55100,26516,12583,23.7,2.62,9368,12.9,62027,4004,3.7,134,671,873,337,38,1851,234,4833,40614,89.3,30355
0500000US42011,42011,"Berks County, Pennsylvania",413016,413016,480.4,39.7,346306,20084,1752,5649,188,24501,340309,75.4,61613,33267,47055,18053,36213,3938,10762,36360,6287,23376,9638,2542,11070,17142,45836,15422,9244,4584,85.6,9.2,5.1,0.1,55798,26998,45802,27.9,2.6,40824,14.8,60703,28673,6.9,2129,3762,4170,886,120,19342,393,66311,153857,93.3,110353
0500000US25003,25003,"Berkshire County, Massachusetts",130064,130064,141.6,45.4,119613,3642,369,1791,0,1472,125157,89.9,23553,13438,14081,5556,5550,617,4348,5365,1006,7516,1779,1184,3077,5766,19679,6461,2924,2456,78.3,13.7,7.8,0.2,49737,30168,12901,33.1,2.23,16450,17.6,33483,7192,5.5,712,2347,1379,437,52,2537,440,9514,55369,80.9,37953
0500000US35001,35001,"Bernalillo County, New Mexico",671429,671429,570.8,36.3,481651,19358,29705,15802,658,97406,345982,40.8,124987,60086,73119,26137,24859,2874,19954,16956,7308,34559,10971,6187,15861,42838,80337,34230,15829,21284,73.5,20.7,5.5,0.2,48390,26916,73924,24.1,2.51,79973,17.9,242938,73254,10.9,4316,5737,13446,1231,118,51545,1177,195847,263719,92.1,164510
0500000US26021,26021,"Berrien County, Michigan",155992,155992,276.2,41.3,121768,23475,614,2832,50,3223,148426,75.5,21846,13233,15802,5709,11047,1248,3473,13292,1290,6917,4333,829,2779,5000,16570,6497,3523,1886,84.7,9.4,5.8,0.2,44701,24304,15719,30.7,2.5,15929,14.9,51894,9038,5.8,1398,1722,2290,720,18,3698,590,11352,60320,78.5,43397
0500000US48029,48029,"Bexar County, Texas",1789088,1789088,1383.1,33.1,1372868,131053,12664,45343,2523,169959,733520,29.6,278261,157751,212436,76856,78135,8769,58935,46626,19067,97321,34122,15242,73266,88436,186664,90704,40916,43371,78.9,15.3,5.7,0.1,50867,24525,201988,22.3,2.86,189609,17,377375,237006,13.2,17603,12962,38204,5446,320,177730,2344,686092,613290,91.4,361408
0500000US13021,13021,"Bibb County, Georgia",155237,155237,622.8,35.5,67556,81443,125,2599,38,750,150477,41.1,20584,11911,16640,4698,5646,475,2878,3630,1271,8424,2729,1132,5161,5278,15737,5569,3367,3828,78.4,16.7,4.8,0.1,36614,21276,15570,25.9,2.62,14438,14.5,28739,5808,3.7,951,418,2175,485,0,2595,135,7127,56660,81,30459
0500000US19013,19013,"Black Hawk County, Iowa",131947,131947,231.7,34.6,113211,12200,290,2265,10,1201,126733,83.3,20593,12035,16404,5142,12007,847,3596,12125,1840,7995,2727,892,3889,4619,16923,6225,3054,1449,80.6,14.5,4.9,0.1,47002,24771,13271,25.3,2.4,14572,17.6,24165,6457,4.9,792,2667,1875,265,12,1526,112,9180,52438,93,35296
0500000US42013,42013,"Blair County, Pennsylvania",126708,126708,241.7,42.6,121835,2041,67,1016,0,144,125358,95.3,17353,11357,14374,5324,9182,901,3099,6803,1683,8441,3574,1008,2115,3965,15023,5598,2828,2552,82.1,12.4,5.3,0.2,43871,23785,12547,31.7,2.42,11084,12.5,12744,1540,1.2,105,346,785,60,4,319,26,3495,50948,90.6,36708
0500000US47009,47009,"Blount County, Tennessee",124435,124435,220.2,42.3,117279,3658,511,998,8,393,120817,91.7,17668,9644,14009,5711,7763,493,4003,6836,1776,6855,2838,663,3176,5238,13646,4775,2554,1942,79.2,13.9,6.7,0.2,46518,24507,13350,30.6,2.52,12373,14.2,43502,3464,2.8,214,697,888,222,73,1437,147,4493,48674,87.6,35733
0500000US16019,16019,"Bonneville County, Idaho",106703,106703,55.9,32.3,96550,579,481,737,69,5281,93805,84.4,16193,8012,11991,4746,5930,1317,3512,4462,1439,6302,1939,971,1836,6731,9888,4147,1866,2462,78.3,14.8,6.7,0.3,50897,23160,13585,23.5,2.89,11838,18.4,38152,5683,5.3,313,526,484,140,14,4252,267,9880,36402,90.5,26641
0500000US21015,21015,"Boone County, Kentucky",123030,123030,482.3,36.1,113086,3760,356,2901,0,878,118352,89.1,23904,8250,16894,4080,8326,358,2893,8244,2073,7739,5123,1191,4818,6141,12765,5026,2503,2580,84.6,11.8,3.4,0.1,67286,29656,16134,20.7,2.78,15902,20,51510,5514,4.5,765,595,2539,693,40,1455,192,7261,43903,93.3,32561
0500000US29019,29019,"Boone County, Missouri",168268,168268,237.3,29.9,138849,14684,467,6739,128,1109,163009,80.4,40955,15022,21679,4690,6772,781,3123,4041,1826,11762,2997,1995,6556,6681,32782,9663,2959,3952,70.5,25.2,4.3,0.1,49059,27098,18234,17.6,2.4,26635,27.2,52025,9959,5.9,2180,1288,5740,1214,56,1363,298,12633,66136,92.8,37513
0500000US22015,22015,"Bossier Parish, Louisiana",121918,121918,139.3,34.5,88168,25859,870,1773,151,2434,114334,68.6,19951,10577,12367,7239,6576,3047,3851,3335,1517,6008,3126,856,2986,4494,13693,6695,2896,4206,75,20,4.9,0.1,52754,27199,13804,22.8,2.59,12517,15.8,40745,5287,4.3,761,706,1501,93,0,2887,100,7108,46285,89.5,30492
0500000US08013,8013,"Boulder County, Colorado",305166,305166,405.6,35.7,267572,2821,1599,12746,160,11193,263684,78.8,85516,25649,32472,8536,10473,1787,7443,17038,3805,15361,3803,5454,8094,31490,37338,17667,8674,4692,76.7,14.2,8.9,0.2,69407,38524,32927,19.6,2.43,61713,31.5,168289,32433,10.6,3049,6967,9777,639,360,13483,1207,46879,121526,94.5,76007
0500000US47011,47011,"Bradley County, Tennessee",101004,101004,301,39,92821,4551,164,993,184,575,95815,87.6,12345,7565,10966,4188,8129,513,2572,7793,1073,5363,2719,568,1884,3238,9812,4034,2797,827,82.6,10.7,6.6,0.1,41575,22294,10535,27.9,2.59,8366,12.4,34303,4601,4.6,416,679,980,159,0,2643,140,6108,37823,90.2,25335
0500000US48039,48039,"Brazoria County, Texas",325477,325477,230.7,35.4,243679,41926,1008,19203,20,13762,232485,51.4,60958,21374,33202,16235,18694,3988,13276,21533,4379,15394,7129,2140,7355,15710,35356,9841,6660,7702,80.2,14.8,4.9,0.1,69092,30134,40685,21,2.87,37707,18,67098,41426,12.7,1733,2126,12766,1811,14,24008,701,77935,109817,89.7,80586
0500000US48041,48041,"Brazos County, Texas",201534,201534,332.8,25,149587,22013,691,11123,73,13007,152883,58,38179,16832,23238,9350,8341,3026,6693,5836,1932,10182,2459,1282,4893,8915,31893,11324,4364,3141,67,26.5,6.3,0.2,39060,22243,19417,15.4,2.59,20114,20,39993,26326,13.1,4054,1619,8885,764,112,14395,551,44187,72191,89.7,32732
0500000US12009,12009,"Brevard County, Florida",548891,548891,535,46.3,456683,56026,1525,12200,494,7036,500821,76.6,83682,44712,58100,19014,21054,836,13848,24206,4498,30428,8837,3846,11725,30532,48724,23608,11555,13919,79.9,14.3,5.6,0.2,48483,27360,49513,36.5,2.45,66517,16.6,307695,48234,8.8,3180,10434,10062,1409,201,22868,3260,53511,221582,81.8,160380
0500000US25005,25005,"Bristol County, Massachusetts",551065,551065,991.3,40.4,484654,20123,928,11094,213,19676,515233,84.8,89416,51063,67368,24081,33540,1627,17871,30027,9908,36703,10998,4343,15565,23714,68845,22383,11874,11610,81.7,13.2,5,0.1,55957,29173,60111,27.4,2.53,62729,16.6,99319,66488,12.1,2779,39770,8754,5665,96,11033,1170,107757,211001,91.4,131868
0500000US36005,36005,"Bronx County, New York",1413566,1413566,32903.3,33.1,304110,477844,7936,50800,660,520667,646060,10.5,131522,181782,134340,39202,61631,844,27765,19552,10041,66233,37216,10802,38153,45900,175657,62553,33695,20066,79.1,15.4,5.4,0.1,34284,18269,165121,23.5,2.85,103897,11.8,81708,480343,34,37701,28065,37058,48501,231,365688,800,752756,480323,92.7,91797
0500000US36007,36007,"Broome County, New York",198797,198797,284.2,39.9,173887,9912,527,7593,59,2006,191570,85.4,31197,16722,22832,7114,10317,606,4943,9677,2543,11452,3595,1237,4442,7596,25726,7584,4795,3986,74.2,19.8,5.9,0.1,46368,24820,18882,29.2,2.37,19104,14.5,34604,12068,6.1,1722,3040,6171,596,40,1853,368,17403,79438,88.1,52527
0500000US12011,12011,"Broward County, Florida",1815269,1815269,1444.9,39.8,1146423,498880,4807,62158,982,53599,1335189,41.4,303843,174676,250882,69362,69071,1979,51417,41888,32903,119601,45124,20578,72237,117763,181895,92431,51855,38163,82.1,11.6,6.2,0.1,51574,28329,191464,28.3,2.69,245152,19.4,578841,577843,31.8,36378,46402,48531,7794,870,455512,18721,657065,667578,82.1,430676
0500000US55009,55009,"Brown County, Wisconsin",252698,252698,468.2,36.6,220870,5827,5880,7308,30,5458,233283,82.8,42480,21814,31840,10089,21439,2441,6283,22838,4149,14605,7729,2204,9071,9491,27335,12146,5041,4329,84.3,11.3,4.2,0.1,53254,27734,30805,21.6,2.46,32673,19.7,47326,13293,5.3,1184,1014,4046,353,106,7517,257,24085,99705,94.2,65602
0500000US37019,37019,"Brunswick County, North Carolina",112907,112907,126.8,49.2,94649,12273,419,610,459,2015,107352,81.1,13121,9029,11357,5841,4690,426,4910,2768,679,6900,2605,906,2923,4557,8601,5104,1829,1830,79.2,13.5,7.2,0.1,46955,27260,9950,38.9,2.32,14154,16.5,51905,5114,4.5,208,1094,736,57,245,2792,190,6807,48331,60.9,36390
0500000US42017,42017,"Bucks County, Pennsylvania",626205,626205,1034.7,42.6,559457,23611,803,25974,46,5781,597352,85.9,134072,44054,85414,25308,31433,1407,20767,38929,11221,41917,12085,7109,23942,38784,76509,23620,13971,10020,84.6,9.5,5.7,0.2,76824,37910,67377,29,2.66,98050,22.3,140537,50263,8,2542,17962,19954,2664,127,8561,995,64567,231959,94.2,179188
0500000US37021,37021,"Buncombe County, North Carolina",244599,244599,362.9,41,216524,16022,761,2694,123,1876,229361,84.1,44510,22414,28035,9676,11085,1237,7404,11357,2462,15151,3088,1717,5918,12742,31211,14484,5252,3697,78.5,13.3,8.1,0.2,45642,26930,22838,28.4,2.34,38591,22,100720,13326,5.4,914,4188,2172,277,119,6272,298,16790,101645,88.5,65000
0500000US34005,34005,"Burlington County, New Jersey",450155,450155,561.9,40.9,329978,73047,436,20307,199,10910,418412,69.5,93762,33496,58353,15403,20010,1051,10959,17288,8004,25251,11611,4806,18133,25684,56171,15096,9542,17428,76.6,19.1,4.2,0.1,79612,37511,49920,28.5,2.66,71151,22.9,165637,42582,9.5,2123,8463,15639,3470,112,14103,795,54203,164736,93.2,127555
0500000US39017,39017,"Butler County, Ohio",371154,371154,788.2,36.2,320442,28412,626,9801,143,3961,355455,83.3,63617,29853,44825,12157,25082,748,8317,29717,5207,23383,7455,2372,12044,17304,40038,16956,7483,4510,84.5,11.3,4.1,0.1,56998,27394,42182,23.6,2.67,42700,18.1,88305,18919,5.1,2002,2705,7718,1999,45,6025,427,23796,134934,90.7,94319
0500000US42019,42019,"Butler County, Pennsylvania",185034,185034,233.1,42.4,178464,2191,157,2001,52,315,182802,95.5,33135,14655,23104,8007,12142,1246,5728,12444,3259,11993,5119,1737,5257,9214,20129,7721,4080,3116,84.1,10.2,5.6,0.1,59365,31818,20690,28.1,2.42,26418,20.6,27288,3489,1.9,245,1162,1438,61,31,528,269,4807,74138,93.7,56629
0500000US06007,6007,"Butte County, California",221578,221578,134.4,36.9,185077,3248,2667,9384,370,6586,188610,74.2,29956,20724,21194,7924,8476,2813,4591,5147,1775,12105,2847,1579,4414,8798,25706,9427,4980,4092,70.9,17.8,10.8,0.5,43165,24430,20388,29.7,2.54,23653,16.7,46231,16769,7.6,839,2387,5813,141,133,7705,590,27846,85215,88.1,50593
