ID,COUNTY_ID,COUNTY,TOTAL_POPULATION,PER_TOTAL_POPULATION,POPU_DENSITY,HH_MEDIAN_AGE,DI_RACE_WH,DI_RACE_AF,DI_RACE_AI_AN,DI_RACE_ASIAN,DI_RACE_NW,DI_RACE_SOM,DI_NOT_HISP,DI_PERC_NOT_HISP,WF_OCCUP_1,WF_OCCUP_2,WF_OCCUP_3,WF_OCCUP_4,WF_OCCUP_5,WF_IND_1,WF_IND_2,WF_IND_3,WF_IND_4,WF_IND_5,WF_IND_6,WF_IND_7,WF_IND_8,WF_IND_9,WF_IND_10,WF_IND_11,WF_IND_12,WF_IND_13,WF_CSW_1,WF_CSW_2,WF_CSW_3,WF_CSW_4,INC_MD_HOUSE,INC_PER_CAP,HH_UD_18,HH_OVR_65,HH_AVG_SIZE,WF_OVR_25,WF_PER_OVR_25,DI_BR_DF,DI_FB,DI_PER_FB,DI_FB_2010,DI_FB_EU,DI_FB_A,DI_FB_AF,DI_FB_OC,DI_FB_LA,DI_FB_NA,DI_NON_ENG,HH_OW_OC,HH_PER_OW_OC,INC_HM_VALUE
0500000US36087,36087,"Rockland County, New York",318186,318186,1795.9,36.4,227643,39688,788,19940,19,23454,265897,64.2,62820,26743,34511,10455,10258,381,7979,9465,4365,15086,6056,4248,10109,17181,45367,10640,7726,6184,77.6,16.5,5.8,0.1,85808,34833,36684,30.3,3.16,45102,22.5,38670,68966,21.7,3374,13860,16452,1301,158,36185,1010,110755,98394,94.3,67926
0500000US37159,37159,"Rowan County, North Carolina",138246,138246,270.7,40,107400,22573,632,1359,0,4174,127263,73.3,16110,10088,12926,6888,10016,794,4575,8078,2177,7673,2886,687,2592,3402,13379,4799,2983,2003,80.2,13.8,5.9,0.1,41925,21149,13787,29.1,2.57,11173,11.9,33945,6929,5,148,628,954,24,28,5031,264,11536,52002,86.5,35265
0500000US47149,47149,"Rutherford County, Tennessee",275461,275461,424,32.8,220756,36905,1112,8151,110,2369,256374,74.6,46213,21003,36347,12059,19728,499,8335,17932,4361,16637,7443,4366,9486,12039,29748,12677,5738,6089,80.1,13.9,5.9,0.1,55096,25057,34327,17.8,2.74,34903,20.6,101624,19302,7,2061,1312,6277,1577,36,9787,313,25341,98454,93.2,65767
0500000US06067,6067,"Sacramento County, California",1450277,1450277,1470.8,35.3,865905,146236,12376,214861,14533,101936,1130343,47.3,231946,121423,163247,48838,53862,4858,39046,34750,15725,70392,28639,13453,45950,71867,136652,56996,32546,68442,70.3,22.2,7.3,0.2,55615,27071,165053,24.1,2.74,176972,18.7,267098,291185,20.1,15335,45196,135854,6412,11493,88632,3598,422444,519460,93,290450
0500000US26145,26145,"Saginaw County, Michigan",197727,197727,250.2,40,149456,36583,560,2296,83,3233,181959,70.2,24880,17075,20818,5982,12175,1000,3543,12516,2023,11011,3148,1308,4125,6359,20793,8029,4114,2961,83.5,11.8,4.5,0.2,43566,22891,20549,29.2,2.47,18097,13.7,24072,4689,2.4,646,1127,2250,169,10,820,313,9502,77589,89.4,56490
0500000US05125,5125,"Saline County, Arkansas",111811,111811,148,38.7,101651,6079,437,929,14,646,107369,87.8,17540,8231,14257,6226,5877,308,4671,3840,1990,7473,2270,1605,3280,3958,12495,4132,2682,3427,77.3,17.7,4.8,0.2,55697,26179,12009,28.8,2.65,12089,15.7,33699,2728,2.4,198,371,886,8,25,1317,121,4722,41702,90.8,32389
0500000US49035,49035,"Salt Lake County, Utah",1063670,1063670,1387.1,31.5,887112,17484,8549,37588,16653,67475,877892,73.2,192938,77449,145024,43541,62238,4726,34567,56563,15866,61814,27306,13201,44160,66657,105926,45356,24773,20275,81.7,13.6,4.6,0.1,61446,26747,125125,19.7,3.02,131741,20.2,284427,131297,12.3,10772,14355,29896,5206,5004,73564,3259,195959,348110,94.1,231755
0500000US06071,6071,"San Bernardino County, California",2078586,2078586,101.5,32.2,1306230,180267,18520,136494,7172,339031,1028413,31.8,232608,152177,209963,85154,132805,6504,58084,81593,29488,107392,62479,11710,41064,71780,182555,71871,41625,46562,76.1,17.1,6.7,0.2,54100,21384,230763,23.1,3.34,151858,12.1,311432,442987,21.3,13637,13230,100574,9834,1743,313152,4454,790102,607604,86.3,370032
0500000US06073,6073,"San Diego County, California",3183143,3183143,735.8,34.9,2259494,160316,21329,357998,14343,215265,2143391,47.5,575955,275521,341275,111983,116591,13547,79839,132794,35449,156971,52708,32394,92523,205270,301293,161689,75186,81662,77,15.2,7.6,0.2,63996,31043,334276,24.5,2.85,455144,21.8,835263,743480,23.4,47437,59395,274591,16911,4461,375040,13082,1109191,1083811,92.2,578412
0500000US06075,6075,"San Francisco County, California",829072,829072,17179.2,38.6,410245,47611,3124,278274,3566,49540,702548,41.4,244107,80981,98809,17149,25594,833,16123,26253,8943,45996,17051,23717,39894,100781,88741,57949,23787,16572,79.5,11.6,8.8,0.1,78378,49986,58223,24.3,2.32,208286,32.2,198553,294523,35.5,22661,37881,188695,3292,2519,56873,5263,352742,348832,91.7,127689
0500000US06077,6077,"San Joaquin County, California",701050,701050,492.6,33.2,405458,50377,6034,102469,3980,80481,422527,34.9,78158,50774,67347,34868,44434,14002,18682,26583,11810,33028,18367,4709,13525,26033,59060,22615,13174,13993,78.2,15.2,6.5,0.1,53253,22642,83410,24.8,3.15,53111,12.4,89595,161686,23.1,6027,6729,61547,1728,1935,88409,1338,259349,217343,92.2,123584
0500000US35045,35045,"San Juan County, New Mexico",127358,127358,23.6,33.7,67447,731,47371,470,100,6976,102699,41.3,14112,10246,12743,8187,6244,5914,3700,2192,1337,6587,3644,498,1796,3248,12231,4728,2681,2976,75.6,20.1,4,0.3,48824,21992,12900,25.6,3.09,7473,9.4,47094,4718,3.7,226,316,370,121,36,3756,119,38359,40693,82.2,29769
0500000US06079,6079,"San Luis Obispo County, California",274184,274184,81.7,39.5,231961,5791,2045,10205,85,15160,215295,70.1,44135,25369,29981,12684,10083,4365,8617,7965,2592,15003,6075,2315,5564,13021,28672,14709,6270,7084,68.5,19.8,11.3,0.4,59454,30392,25230,30.4,2.52,36175,19.9,61999,29392,10.7,1490,4141,4881,420,339,18376,1235,47227,102350,86.6,59381
0500000US06081,6081,"San Mateo County, California",739837,739837,1602.2,39.4,417138,19503,2524,192649,10463,61897,552202,41.2,170990,70831,85151,24806,27989,2520,20512,29480,9148,37796,20532,12558,29053,65782,81895,35625,20710,14156,79,12.2,8.7,0.2,91421,47198,78780,27.8,2.82,140683,27,116629,254347,34.4,14672,25370,128195,2635,6583,87855,3709,319269,258683,95,153322
0500000US35043,35043,"Sandoval County, New Mexico",135191,135191,35.5,38.7,96733,3542,16835,1932,63,11285,86034,46.1,23090,10082,14461,5784,4341,958,3948,5049,1172,6894,2528,1131,3196,5923,14033,5935,2305,4686,71.6,22.3,6,0.1,57092,26916,14889,27.1,2.8,15163,16.9,58245,7703,5.7,104,958,1308,86,29,5086,236,36630,47965,90,38853
0500000US17167,17167,"Sangamon County, Illinois",198808,198808,227.4,39.7,165086,24762,329,3331,57,1418,194812,81.7,39115,17480,25544,6574,8202,1267,4254,4433,2288,10546,4154,1732,7519,8182,25648,7528,5166,14198,69.5,25.4,4.9,0.2,55565,30594,22527,25.3,2.34,28084,20.7,34037,6817,3.4,644,1485,3365,765,48,926,228,9446,83102,92,58041
0500000US06083,6083,"Santa Barbara County, California",431555,431555,155,33.6,319490,8471,4372,21738,832,58911,242812,46.8,69080,43369,42826,27431,15969,17312,10687,14621,4578,20619,5900,4085,10079,22511,45680,23456,10007,9140,75.1,16.5,8.1,0.3,63409,30526,43611,28.3,2.91,49596,18.6,87945,100015,23.2,6249,9230,13785,724,486,74026,1764,159928,142028,92.5,74300
0500000US06085,6085,"Santa Clara County, California",1841569,1841569,1381,36.6,907336,48660,9658,610916,6739,174427,1349023,34.1,446845,133065,177964,58713,72174,5577,46032,166903,20446,86175,23922,37087,42587,166791,165901,67741,38570,21029,84.1,9.3,6.5,0.1,93854,42666,217606,23.9,2.94,324301,26.1,283744,688400,37.4,56705,54357,433260,10263,3456,177151,9913,886118,614714,96,350103
0500000US06087,6087,"Santa Cruz County, California",267203,267203,589.4,36.9,215832,2459,1610,11686,384,24084,179797,58.7,52371,24228,28221,15149,9447,7157,8655,11621,3281,14862,3162,2434,5508,15769,30919,15263,6235,4550,72.8,15.8,11.2,0.2,66923,33050,26136,25.5,2.72,39582,23,52208,48520,18.2,2189,6102,6512,390,252,34130,1134,79557,94219,89.8,54749
0500000US35049,35049,"Santa Fe County, New Mexico",146361,146361,75.5,43.9,122044,1097,4507,1675,70,12972,71711,43.4,30166,13810,15725,5590,4370,793,4607,1911,893,7842,2200,1089,3945,10521,14951,10165,4083,6661,65.5,21.7,12.6,0.2,52958,32454,13811,30.5,2.34,21862,20.7,58367,18741,12.8,975,2032,1337,195,115,14678,384,49120,61313,85.7,42533
0500000US12113,12113,"Santa Rosa County, Florida",158240,158240,149.6,39.4,137237,8450,995,3113,799,1337,150586,83.5,23983,11027,17968,6879,6112,966,5213,3769,1475,9329,3475,1167,3981,7174,14134,6174,3199,5913,75.1,18.5,6.3,0.1,58199,27478,17725,26.1,2.67,19039,17.6,85877,6462,4.1,203,1633,2152,340,41,1936,360,9483,57583,87.3,42228
0500000US12115,12115,"Sarasota County, Florida",386944,386944,682.6,53.5,352049,17680,1093,5732,91,3739,354542,84,50762,35584,41720,13682,10292,828,11680,7416,2984,22625,4125,2634,12027,19835,33461,19715,8997,5713,81.6,10,8.2,0.2,50304,33300,29592,49.1,2.21,55967,18.4,246608,46256,12,3155,16546,5312,967,277,18346,4808,47879,172720,75.3,126928
0500000US36091,36091,"Saratoga County, New York",222512,222512,271.1,41.5,209540,3537,279,4525,35,779,216493,92.1,49606,17592,27515,8785,9577,980,6857,10606,3130,13247,3584,2237,8579,12149,29229,9883,4588,8006,76.1,18,5.8,0.1,70581,35860,24476,25.7,2.43,34449,22.2,40599,10511,4.7,1455,3745,3706,238,279,1840,703,13831,89876,89.7,64107
0500000US31153,31153,"Sarpy County, Nebraska",165955,165955,664.6,33.5,147424,7076,728,3203,228,2033,152917,83,35392,12623,22988,7246,7792,704,5599,6433,2611,9644,4989,1906,8108,9961,20723,6108,3191,6064,78.6,17,4.3,0.1,70121,30539,23039,17.8,2.71,25246,24.2,64131,9037,5.4,692,1203,3258,606,3,3872,95,12745,60844,95.2,42508
0500000US36093,36093,"Schenectady County, New York",155178,155178,756.6,39.7,123222,15620,473,6308,0,4578,145577,75.9,28166,14167,18803,5190,7435,260,3392,4856,1469,9563,3509,1835,4967,7236,20635,6078,3798,6163,75.1,19.9,4.9,0,57025,28609,14877,27.7,2.6,16847,16,19046,14076,9.1,1026,2951,3871,723,14,6170,347,14345,57846,84.9,38571
0500000US42107,42107,"Schuylkill County, Pennsylvania",147146,147146,190.4,43.6,138936,4156,138,859,31,1209,142453,92.6,17583,10957,14518,6863,13630,1778,3809,11589,1699,8730,3642,821,2446,4048,15487,3401,2694,3407,81.3,13,5.6,0.1,45020,23249,14537,32.4,2.37,10359,9.7,15920,2852,1.9,215,755,601,57,27,1336,76,6430,59122,85.4,44420
0500000US19163,19163,"Scott County, Iowa",168714,168714,360.7,37.5,145421,13293,507,3641,9,1688,158651,82,29750,13851,20103,6364,12549,845,4771,14007,2448,9876,4135,1435,4682,6640,19073,7276,3695,3734,82.2,12.9,4.8,0.2,53704,29243,19230,24.3,2.46,23042,20.4,56237,6033,3.6,752,924,2878,331,42,1582,276,8833,67325,92.9,46219
0500000US27139,27139,"Scott County, Minnesota",135129,135129,364.5,35.3,116503,3938,995,7801,166,2008,128925,83.7,30328,10765,17551,5521,8718,824,3927,11583,2666,8606,3728,1448,6163,8746,13369,7203,2862,1758,86.1,9.5,4.3,0.1,86510,35690,18872,17.2,2.9,24065,28,29679,11696,8.7,704,1283,5689,1293,81,2839,511,14525,46214,95.9,38775
0500000US05131,5131,"Sebastian County, Arkansas",126801,126801,236.4,36.9,104542,7710,1551,5561,119,1813,110471,71.9,16988,9306,13296,4589,10775,1211,2940,10684,1663,6827,3163,796,2097,3312,13095,4520,2789,1857,83.2,11.8,4.7,0.3,39208,23768,13980,24.9,2.53,10841,13,41692,12017,9.5,618,443,4064,137,57,7099,217,17228,49424,89.2,30623
0500000US20173,20173,"Sedgwick County, Kansas",503788,503788,499.6,34.5,399555,46296,4247,20633,67,12765,435933,69.4,81999,39339,58385,23973,32935,2302,15204,44893,6029,25981,10001,4299,11914,20159,54949,21163,11207,8530,82.1,13.2,4.6,0.1,50326,25897,61162,22.6,2.59,64356,20.1,138507,42994,8.5,3276,2570,15552,2595,159,21635,483,64372,192303,90.2,124247
0500000US12117,12117,"Seminole County, Florida",432135,432135,1367,38.9,345365,49538,733,17336,320,6584,353218,64.8,86924,32298,59560,13236,13869,868,11458,11004,6372,26772,7545,6983,19488,30684,44526,20887,11381,7919,82.8,11.7,5.5,0.1,57875,28870,39907,25,2.9,68513,23.2,198653,51035,11.8,2893,8480,12201,2478,181,25976,1719,78493,147932,80.7,102947
0500000US06089,6089,"Shasta County, California",178520,178520,46.9,41.9,155559,1759,4214,4462,326,4025,162612,81.5,21972,14418,18417,7128,5936,1603,5122,3675,1291,9270,3035,940,3842,6818,17566,6598,4070,4041,72.6,17.2,10.1,0.1,44556,23763,16574,33.3,2.54,15358,12.4,46361,8698,4.9,723,1734,3279,79,128,2970,508,14109,68961,88.8,43687
0500000US20177,20177,"Shawnee County, Kansas",178600,178600,327.1,38.6,146429,14338,1584,2036,49,4834,158477,75.1,30121,16400,21429,6620,9540,582,4374,6533,1772,10012,3936,1559,6352,7349,22213,7347,3756,8325,74.3,20.8,4.8,0.1,49695,26682,19324,26,2.42,22278,18.7,46862,8081,4.5,497,694,2129,235,37,4821,165,13771,72069,90.8,46485
0500000US55117,55117,"Sheboygan County, Wisconsin",115168,115168,225.9,40.7,104283,1720,319,5547,23,1204,108556,86.4,17126,10141,12587,4719,14174,1222,2846,19095,1049,6064,1664,579,2949,3336,11158,5011,2533,1241,87.3,8.3,4.3,0.1,53029,26580,12648,26.2,2.41,12321,15.5,17860,6318,5.5,358,1213,2947,61,3,1939,155,10762,46433,91.6,33057
0500000US01117,1117,"Shelby County, Alabama",201168,201168,248.5,37.5,164508,23050,590,4070,28,6497,189276,79.2,42231,14868,27429,7726,7940,805,6524,7808,3241,12302,4586,3771,10878,11708,21025,7764,5412,4370,81.9,12.9,5.1,0.1,69723,33135,24550,22.2,2.65,35773,26.5,60348,11218,5.6,769,912,3101,512,9,6508,176,15012,74790,90.9,58945
0500000US47157,47157,"Shelby County, Tennessee",936130,936130,1215.5,34.8,378933,491453,2011,22959,387,24891,881825,37.8,146581,73112,108638,28174,62643,1181,20016,36953,14426,47566,47455,6625,24403,43107,96254,39315,20590,21257,80.2,14.4,5.3,0.1,46213,25913,101046,21.6,2.66,112184,18.8,293693,57575,6.2,4816,4015,18612,6429,261,27517,741,80261,345475,86.2,200407
0500000US53057,53057,"Skagit County, Washington",118364,118364,67.5,40.6,102704,761,1859,2058,636,6319,97820,76,15847,10024,11519,6000,7209,1842,3807,6033,1402,6534,2117,579,2568,4261,10898,5290,2489,2779,75.1,16.8,8,0.1,54917,27598,12538,31.3,2.57,12539,15.4,42830,11076,9.4,595,1822,1483,94,84,6806,787,16302,45309,87.7,30395
0500000US48423,48423,"Smith County, Texas",214735,214735,227.6,36,164419,38497,734,2913,466,4549,176034,61.4,32223,17942,23307,10121,12030,3179,6779,8964,2770,12981,3872,1907,4736,7819,25451,8139,5543,3483,80.9,12.6,6.4,0.1,46669,24924,23353,27.9,2.65,24044,17.4,47004,19109,8.9,1225,675,2314,400,123,15444,153,34390,79089,90.1,52107
0500000US53061,53061,"Snohomish County, Washington",735351,735351,341.8,37.5,583890,19147,8374,68757,3117,15459,666572,73.1,133382,63575,84562,37009,40221,2829,25572,58913,8966,44934,14407,8653,21473,37926,70435,30945,18706,14990,81.1,13.2,5.6,0.1,69443,31782,85727,21.2,2.67,102025,20.5,240361,106966,14.5,6403,18127,50489,6607,1378,24903,5462,129125,271514,93.1,180656
0500000US06095,6095,"Solano County, California",421624,421624,503,37.2,226669,59510,2340,63233,3654,36770,316759,40.1,60721,36208,47220,17758,21969,2828,12096,17169,5145,21791,10709,3304,11029,17144,41925,17994,7646,15096,73.9,20.3,5.8,0.1,67341,29132,45650,25.8,2.87,47620,17,89777,84535,20,3737,4861,39971,1325,1568,35890,920,116594,142521,92.7,85815
0500000US34035,34035,"Somerset County, New Jersey",328704,328704,1071.7,40.7,227182,29273,448,50187,32,14361,283732,60.3,85620,21282,38707,9515,12858,383,7749,21493,5618,16333,6334,7000,18030,26609,37016,10596,6358,4463,83.7,11.6,4.5,0.2,100903,48646,41082,25.9,2.8,65150,28.8,74762,77836,23.7,5367,11992,35042,4192,224,25285,1101,92734,115941,93.2,89848
0500000US06097,6097,"Sonoma County, California",491790,491790,307.1,40.5,387044,7490,6119,19811,1873,49266,366116,65.2,84096,47278,57276,23675,22715,7048,17038,23385,6896,28881,7689,4380,15071,27441,49131,24690,13554,9836,75.2,13,11.6,0.2,63799,33361,51543,29,2.58,72304,21.2,101424,81328,16.5,2605,9473,14254,2144,1335,52305,1817,119615,186935,90.9,111419
0500000US45083,45083,"Spartanburg County, South Carolina",288728,288728,351.9,38.2,210995,59639,575,6240,86,5706,271056,69.4,38236,20532,30553,10377,25319,715,7483,26446,4215,15570,5374,2379,5246,10349,25897,11352,6907,3084,82.6,12.6,4.7,0.1,43555,22330,32079,27,2.6,26602,13.9,82680,18464,6.4,797,4364,4239,299,43,9118,401,26076,108383,87.8,74378
0500000US53063,53063,"Spokane County, Washington",476950,476950,267.2,37.1,425316,9300,6680,11078,1652,4875,453611,86.1,74891,41159,55495,15811,23928,1889,11744,17740,7697,26776,10236,3956,14125,20324,55414,20510,10246,10627,78.4,15.8,5.6,0.2,50432,26125,51519,25,2.45,57502,18.2,187711,26715,5.6,2449,10006,9356,1188,771,3286,2098,34207,188126,92.2,119357
0500000US51177,51177,"Spotsylvania County, Virginia",126200,126200,304.9,36.6,93660,20006,357,3291,222,5473,115964,71.1,23730,11362,14741,6001,5533,539,5076,2560,1447,7447,2900,1093,3807,7350,12787,5816,3041,7504,71.4,23.6,4.9,0.1,78505,31842,15503,22.3,2.98,14395,17.6,51645,9186,7.3,458,1452,2649,424,25,4519,117,11821,42280,92.4,32204
0500000US29183,29183,"St. Charles County, Missouri",369781,369781,643.2,37.3,334958,16894,617,8635,140,1822,358843,88.5,80042,28746,52168,14625,17844,1355,11938,25234,6779,24364,8645,4382,18307,19492,41317,17519,7874,6219,86.8,9,4.1,0.1,72100,32473,46515,23,2.65,57745,23.5,99242,14125,3.8,1806,3123,6348,740,133,3297,484,20664,137483,95.4,109958
0500000US17163,17163,"St. Clair County, Illinois",268415,268415,410.6,37.5,174857,80800,459,3282,55,2038,258881,62.7,39979,23028,30099,9382,14825,795,6049,9948,2662,13226,7830,1554,7821,12412,29861,10644,5519,8992,79.4,16.4,4.1,0.1,50728,26459,30444,24.8,2.58,28192,15.9,97753,7205,2.7,368,1235,2596,517,12,2605,240,11218,102404,87.2,68146
0500000US26147,26147,"St. Clair County, Michigan",161008,161008,226.1,42.4,150979,3614,337,857,0,1116,156120,91.9,18598,13511,16292,7141,13018,678,4389,14922,970,8688,3185,827,2750,4542,15558,6158,3075,2818,83,11.5,5.4,0.1,48703,24820,17277,27.7,2.48,11989,10.8,16676,4378,2.7,330,1227,1006,45,3,822,1275,5882,64182,89.4,49086
0500000US12109,12109,"St. Johns County, Florida",203402,203402,316.4,42.6,182338,10965,395,4285,187,896,191773,84.6,41590,16106,24127,5668,6472,444,5428,5805,3210,11592,4562,1498,11279,12220,18526,11466,3821,4112,82.6,11.8,5.3,0.2,65575,37147,23423,30.2,2.59,38920,27.5,115158,12813,6.3,709,4419,3260,350,114,3927,743,14977,77443,83.3,58509
0500000US18141,18141,"St. Joseph County, Indiana",266916,266916,583,36.4,212899,34549,1085,5152,111,5309,246288,74.8,41429,21990,30891,8771,18993,500,5655,20359,3560,14010,4909,1757,6417,9906,33971,11677,5735,3618,85.3,10.1,4.5,0.1,45012,24039,29157,25.5,2.5,28388,16.5,78728,15363,5.8,1685,2459,4158,1270,74,6731,671,23074,101759,88.4,69630
0500000US36089,36089,"St. Lawrence County, New York",112015,112015,41.8,37.8,104533,2458,889,1213,70,705,109706,92.4,15072,10240,10296,4875,4536,1395,2971,2755,678,5595,1624,711,1760,2560,15502,3762,2109,3597,68.2,24.9,6.8,0.1,44454,22908,11097,27.5,2.41,7754,10.8,16381,4835,4.3,631,1381,1177,356,45,697,1179,8332,41579,79.7,29367
0500000US29510,29510,"St. Louis city, Missouri",318727,318727,5157.5,34.4,144883,153355,705,8887,112,2393,307068,42.8,54684,35573,33073,7463,14573,414,5242,11385,3721,13042,6105,3764,9335,16632,40122,19977,7332,8295,83.1,12.9,4,0.1,34800,23244,28397,20.1,2.2,37745,17.4,79677,21519,6.8,3107,4555,9047,2626,25,5055,211,28584,139594,79.5,61727
0500000US27137,27137,"St. Louis County, Minnesota",200563,200563,32,40.8,186183,3098,4347,1881,43,382,197832,91.8,31618,20425,22628,9941,10258,3484,5803,6897,1817,11536,5057,1282,5524,6239,27783,10601,4599,4248,80.1,14.9,4.9,0.1,47138,26510,20442,27.3,2.25,24636,18.1,39126,4209,2.1,588,1264,1298,321,66,695,565,7794,85033,82.4,60312
0500000US29189,29189,"St. Louis County, Missouri",1000423,1000423,1967.2,40.2,699860,233119,1438,35778,93,5954,974218,68.1,213390,77576,129229,26228,42006,2205,20326,48718,14626,55504,20974,12077,45151,59741,125696,45441,23684,14286,85.7,9.5,4.7,0.1,59520,35388,111762,27.1,2.44,166825,24.4,249096,67516,6.7,6993,19811,30639,4678,407,10445,1536,82105,402629,91.9,284905
0500000US12111,12111,"St. Lucie County, Florida",283988,283988,485.7,43.3,206581,54271,1081,4525,64,8991,235385,60.1,31216,25353,31393,12330,10469,1458,8172,5107,2693,18072,5928,1684,6291,11454,26640,12065,5524,5673,79.4,14.3,6.1,0.2,42665,23422,27134,37.7,2.62,24922,12.4,137080,42685,15,2077,4463,3797,538,58,32391,1438,54343,107104,78.2,78524
0500000US24037,24037,"St. Mary's County, Maryland",108472,108472,294.4,36.1,85737,15559,274,2668,33,664,103824,75.9,22864,8960,11401,6046,3898,393,4337,2544,768,5211,2782,817,1498,8590,10149,4495,2328,9257,65.8,29.6,4.4,0.1,88190,36602,13132,21.5,2.78,12100,17.2,47459,4772,4.4,477,763,2095,203,49,1516,146,7109,37947,89.6,27535
0500000US22103,22103,"St. Tammany Parish, Louisiana",239814,239814,276.4,39.7,200799,28132,1099,3506,114,2266,227697,79.9,41172,17759,29455,11921,9127,2333,10297,7102,3849,14558,5399,1483,6903,12262,23788,10214,4887,6359,78.2,14.8,6.9,0.2,61942,30948,26970,26.4,2.7,32650,20.2,60256,8467,3.5,935,1481,2350,338,20,4047,231,13627,87975,90.7,68221
0500000US51179,51179,"Stafford County, Virginia",134672,134672,479.5,34.7,94428,23169,665,3875,138,7466,121028,66.4,28845,10638,14077,5950,3753,180,4817,1968,844,6310,2712,1027,3321,9185,11684,4997,3086,13132,64,32.6,3.3,0.1,98721,37237,17704,17.6,3.07,19105,22.8,67752,11785,8.8,909,1586,3136,1272,58,5529,204,16639,42763,94.8,32769
0500000US06099,6099,"Stanislaus County, California",522794,522794,344.2,33.3,396628,14456,4251,27581,3873,52446,297781,45.4,54232,37008,49797,28869,35313,11348,14164,25104,8998,27939,10775,2563,7581,17604,44835,16495,10034,7779,78.4,14.5,6.9,0.1,49573,21729,62519,25,3.07,35408,11,72747,106944,20.5,4029,6293,23860,525,2309,73088,869,195736,168090,93.4,96098
0500000US39151,39151,"Stark County, Ohio",375090,375090,652.9,41.6,333037,26616,479,2765,76,723,368494,87.4,53357,33403,41961,14207,28479,1716,9496,30401,4710,20404,8150,2720,9313,14237,42070,15413,8103,4674,84.3,10.4,5.2,0.1,46290,24821,39829,29,2.44,36756,14.3,57726,7381,2,437,2803,2439,209,43,1696,191,12828,149756,90.6,103910
0500000US27145,27145,"Stearns County, Minnesota",151728,151728,112.2,33.6,138837,5373,583,2958,23,1676,147270,89.8,25970,15019,20127,7675,12874,2781,5236,11492,2079,10801,3859,1112,4427,5552,21535,6839,3587,2365,82.8,11.6,5.4,0.2,55455,26502,16516,22.9,2.52,16191,17.4,22499,7357,4.8,1425,489,2161,2318,8,2070,311,10962,56750,91,40533
0500000US33017,33017,"Strafford County, New Hampshire",124387,124387,333.7,36.9,116193,1026,215,3542,0,585,121900,92.1,24194,12108,15741,5977,7845,519,3747,7847,1442,8550,2463,1261,5055,5867,17324,6785,2655,2350,78.1,16.2,5.7,0,59580,29757,12928,24.2,2.48,16706,20.9,56386,6189,5,830,1551,2893,360,32,723,630,8366,46891,90.1,30591
0500000US25025,25025,"Suffolk County, Massachusetts",747928,747928,12415.6,31.9,416449,165781,2695,63043,85,55368,591605,47.1,171313,84155,84790,18874,29579,459,14762,19025,7700,33932,14295,9402,34336,60125,114964,44184,18882,16645,84.4,10.9,4.5,0.1,54169,33522,64841,20.6,2.41,113723,22.9,162899,209505,28,24587,27461,47621,21849,434,109381,2748,270968,290631,92,103236
0500000US36103,36103,"Suffolk County, New York",1500373,1500373,1637.4,40.3,1215779,113313,3389,53969,374,79008,1239196,70.3,274958,127293,189742,67911,71215,2950,56516,57354,23848,86927,38435,19526,52269,79361,192392,51943,32462,37136,76.9,18.1,4.9,0.1,88323,37427,163750,30.1,2.96,187542,18.4,107721,223483,14.9,11275,42493,44083,5036,473,128898,2500,303268,496780,87.1,393936
0500000US47163,47163,"Sullivan County, Tennessee",156850,156850,379.4,44.1,148572,2818,496,863,60,1327,154312,94,20574,11854,18369,6080,9244,851,4004,10889,1533,9741,2998,1254,3103,5009,14968,5899,3657,2215,81.5,11.6,6.8,0.1,39577,24085,16300,33.4,2.32,14988,13.3,58372,2494,1.6,210,491,849,184,0,876,94,4130,66279,89.6,49071
0500000US39153,39153,"Summit County, Ohio",541464,541464,1312.6,40.6,434336,77257,949,12733,107,2147,531878,79,94411,43772,66345,17618,33195,781,12805,39255,9451,29817,11547,4754,16839,24779,62274,22961,12118,7960,83.7,11.8,4.5,0.1,50082,28389,58038,26.9,2.41,72406,19.5,97749,24346,4.5,2675,6971,12160,1362,131,2563,1159,29639,220710,90,147956
0500000US47165,47165,"Sumner County, Tennessee",166636,166636,303.4,39.2,148611,11406,745,1991,106,1716,159795,86.4,27174,11996,22508,6853,10975,475,5187,9150,3038,10755,4677,1460,5241,7683,16202,7758,4136,3744,78.3,13.6,7.9,0.2,56193,28393,20459,25.6,2.69,17922,16,63327,6224,3.7,554,833,1528,614,72,2962,215,9366,61408,91.7,44419
0500000US12119,12119,"Sumter County, Florida",103708,103708,170.8,64.5,91654,9070,269,813,51,665,97683,83.8,6105,4858,6395,2230,2292,369,1796,1055,710,3520,1109,476,1415,1744,4921,2663,1116,986,79.9,13.5,6.6,0,49874,28875,3091,69.5,2.05,14182,15.5,72933,6136,5.9,337,1431,797,113,0,2713,1082,7279,45868,78.4,41407
0500000US45085,45085,"Sumter County, South Carolina",107782,107782,161.6,35.6,52752,50095,251,1383,0,933,103968,46.7,11938,7825,9952,3835,7559,422,2569,6745,689,4689,1663,355,1682,3455,9586,2944,2248,4062,72.8,21.4,5.7,0.2,40662,20395,11892,26.6,2.63,8082,11.7,32330,3797,3.5,415,647,1233,181,39,1636,61,5295,40024,86.1,25825
